country,name,player_url,team,maps,rounds,kd_diff,kd,rating
France,ZywOo,https://www.hltv.org/stats/players/11893/zywoo,Vitality,1334,34629,+8125,1.39,1.27
Ukraine,s1mple,https://www.hltv.org/stats/players/7998/s1mple,Natus Vincere,1727,45750,+9669,1.33,1.24
Russia,sh1ro,https://www.hltv.org/stats/players/16920/sh1ro,Gambit Youngsters,1187,31021,+7312,1.44,1.22
Russia,donk,https://www.hltv.org/stats/players/21167/donk,Spirit,466,11556,+1967,1.25,1.22
Russia,deko,https://www.hltv.org/stats/players/20113/deko,Aurora,927,23640,+4739,1.34,1.19
Russia,m0NESY,https://www.hltv.org/stats/players/19230/m0nesy,G2,588,14743,+2768,1.32,1.19
United Kingdom,smooya,https://www.hltv.org/stats/players/11271/smooya,Into the Breach,1114,28896,+4860,1.27,1.18
Ukraine,w0nderful,https://www.hltv.org/stats/players/20127/w0nderful,Natus Vincere,539,13686,+2602,1.33,1.17
Russia,degster,https://www.hltv.org/stats/players/17306/degster,Espada,887,23529,+4086,1.29,1.17
New Zealand,nettik,https://www.hltv.org/stats/players/18214/nettik,Rooster,499,12181,+1864,1.24,1.17
New Zealand,sterling,https://www.hltv.org/stats/players/12591/sterling,AVANT,967,24789,+4347,1.29,1.16
Turkey,XANTARES,https://www.hltv.org/stats/players/7938/xantares,Eternal Fire,2171,56736,+7601,1.20,1.16
Malaysia,kaze,https://www.hltv.org/stats/players/8950/kaze,Rare Atom,1147,29258,+4983,1.29,1.16
Ukraine,SENSEi,https://www.hltv.org/stats/players/18227/sensei,CR4ZY,623,16671,+3187,1.35,1.16
China,DANK1NG,https://www.hltv.org/stats/players/16207/dank1ng,TYLOO,457,12106,+1897,1.25,1.16
Denmark,device,https://www.hltv.org/stats/players/7592/device,Astralis,2076,53670,+8286,1.25,1.16
Denmark,blameF,https://www.hltv.org/stats/players/15165/blamef,Complexity,1243,32689,+5240,1.27,1.16
Argentina,try,https://www.hltv.org/stats/players/19869/try,9z,551,14406,+2322,1.27,1.15
Bosnia and Herzegovina,NiKo,https://www.hltv.org/stats/players/3741/niko,G2,1953,51166,+6481,1.19,1.15
Romania,regali,https://www.hltv.org/stats/players/20123/regali,Copenhagen Flames,456,12302,+1822,1.24,1.15
Singapore,Benkai,https://www.hltv.org/stats/players/8944/benkai,BOOT-d[S],603,15560,+2046,1.20,1.14
Russia,ArtFr0st,https://www.hltv.org/stats/players/21348/artfr0st,PARIVISION,515,12667,+2209,1.32,1.14
Indonesia,BnTeT,https://www.hltv.org/stats/players/7131/bntet,TYLOO,1129,29312,+3855,1.21,1.14
China,JamYoung,https://www.hltv.org/stats/players/19645/jamyoung,TYLOO,638,16006,+2092,1.21,1.14
Brazil,KSCERATO,https://www.hltv.org/stats/players/15631/kscerato,FURIA,1231,31360,+4705,1.26,1.14
Hungary,torzsi,https://www.hltv.org/stats/players/18072/torzsi,MOUZ,792,20288,+2866,1.23,1.13
Brazil,saffee,https://www.hltv.org/stats/players/18835/saffee,MIBR,776,19453,+2691,1.23,1.13
Australia,Texta,https://www.hltv.org/stats/players/11847/texta,Chiefs,653,16324,+1784,1.16,1.13
Ukraine,Woro2k,https://www.hltv.org/stats/players/16885/woro2k,Monte,902,23282,+3118,1.21,1.13
Poland,mhL,https://www.hltv.org/stats/players/16847/mhl,AGO,853,22634,+2942,1.21,1.13
Russia,Jame,https://www.hltv.org/stats/players/13776/jame,Virtus.pro,1530,39717,+6523,1.30,1.13
Korea,XigN,https://www.hltv.org/stats/players/9172/xign,MVP PK,859,22116,+2514,1.17,1.12
Slovakia,frozen,https://www.hltv.org/stats/players/9960/frozen,MOUZ,1551,39853,+4671,1.18,1.12
Brazil,coldzera,https://www.hltv.org/stats/players/9216/coldzera,SK,1810,46558,+6053,1.21,1.12
Czech Republic,oskar,https://www.hltv.org/stats/players/798/oskar,SINNERS,2110,54251,+6722,1.20,1.12
Finland,Jimpphat,https://www.hltv.org/stats/players/18850/jimpphat,MOUZ,564,14374,+1810,1.21,1.12
Australia,INS,https://www.hltv.org/stats/players/11140/ins,Renegades,1229,30516,+3382,1.17,1.12
Russia,liTTle,https://www.hltv.org/stats/players/1088/little,FORZE,458,12159,+1550,1.20,1.12
France,kennyS,https://www.hltv.org/stats/players/7167/kennys,G2,1991,52684,+6521,1.20,1.12
Uruguay,dgt,https://www.hltv.org/stats/players/14736/dgt,9z,804,20406,+2714,1.22,1.12
Bulgaria,h4rn,https://www.hltv.org/stats/players/20097/h4rn,FATE,928,24598,+3417,1.23,1.12
Estonia,ropz,https://www.hltv.org/stats/players/11816/ropz,FaZe,1508,39242,+4926,1.20,1.12
Finland,Jamppi,https://www.hltv.org/stats/players/14087/jamppi,SJ,503,13449,+1408,1.16,1.12
Russia,El1an,https://www.hltv.org/stats/players/13281/el1an,Winstrike,1470,39066,+4995,1.21,1.12
Brazil,zevy,https://www.hltv.org/stats/players/19692/zevy,Fluxo,725,18041,+2258,1.20,1.12
United States,wrath,https://www.hltv.org/stats/players/9884/wrath,New Identity,525,13568,+1239,1.13,1.12
United States,junior,https://www.hltv.org/stats/players/14494/junior,Nouns,867,21598,+3048,1.24,1.12
Spain,SunPayus,https://www.hltv.org/stats/players/19164/sunpayus,Falcons,673,17239,+2266,1.22,1.11
Hong Kong,Freeman,https://www.hltv.org/stats/players/10774/freeman,ViCi,852,21767,+2366,1.17,1.11
Ukraine,headtr1ck,https://www.hltv.org/stats/players/19592/headtr1ck,B8,526,12870,+1689,1.22,1.11
New Zealand,Sico,https://www.hltv.org/stats/players/9102/sico,Grayhound,1048,26546,+3585,1.23,1.11
Poland,mantuu,https://www.hltv.org/stats/players/10981/mantuu,9INE,970,25080,+3065,1.20,1.11
Thailand,PTC,https://www.hltv.org/stats/players/13238/ptc,Lucid Dream,476,12393,+1408,1.18,1.11
Mongolia,sk0R,https://www.hltv.org/stats/players/18638/sk0r,IHC,493,13119,+1282,1.14,1.11
Turkey,woxic,https://www.hltv.org/stats/players/8574/woxic,Eternal Fire,1484,38403,+4661,1.20,1.11
Sweden,nawwk,https://www.hltv.org/stats/players/13670/nawwk,Apeks,1460,38060,+5093,1.23,1.11
Slovakia,GuardiaN,https://www.hltv.org/stats/players/2757/guardian,Natus Vincere,1604,42016,+4799,1.18,1.11
Bosnia and Herzegovina,huNter-,https://www.hltv.org/stats/players/3972/hunter,G2,1795,46676,+4580,1.15,1.11
Singapore,splashske,https://www.hltv.org/stats/players/8943/splashske,BOOT-d[S],733,18884,+1775,1.14,1.11
Romania,XELLOW,https://www.hltv.org/stats/players/9626/xellow,Nexus,1617,41790,+4219,1.15,1.11
Ukraine,r1nkle,https://www.hltv.org/stats/players/20425/r1nkle,Ninjas in Pyjamas,556,13957,+1525,1.17,1.11
Canada,Twistzz,https://www.hltv.org/stats/players/10394/twistzz,Liquid,1764,45657,+4848,1.17,1.11
Sweden,FREDDyFROG,https://www.hltv.org/stats/players/9277/freddyfrog,Chaos,1208,32176,+3606,1.18,1.11
Bulgaria,dream3r,https://www.hltv.org/stats/players/8412/dream3r,E-frag.net,1429,37499,+4501,1.20,1.11
Czech Republic,forsyy,https://www.hltv.org/stats/players/19069/forsyy,ECLOT,794,19911,+2450,1.21,1.11
Brazil,decenty,https://www.hltv.org/stats/players/20183/decenty,Imperial,564,13601,+1527,1.18,1.10
Brazil,HEN1,https://www.hltv.org/stats/players/8565/hen1,Immortals,1614,40765,+5545,1.24,1.10
Brazil,nqz,https://www.hltv.org/stats/players/19694/nqz,paiN,657,15946,+2122,1.23,1.10
Russia,xsepower,https://www.hltv.org/stats/players/12733/xsepower,FORZE,1399,37464,+4862,1.22,1.10
Sweden,f0rest,https://www.hltv.org/stats/players/29/f0rest,Ninjas in Pyjamas,2112,54926,+5648,1.16,1.10
Russia,zorte,https://www.hltv.org/stats/players/15662/zorte,BetBoom,1275,32910,+3991,1.20,1.10
Thailand,Olivia,https://www.hltv.org/stats/players/10664/olivia,Beyond,639,16294,+1549,1.14,1.10
Denmark,mertz,https://www.hltv.org/stats/players/9895/mertz,North Academy,990,26255,+2655,1.16,1.10
Canada,WARDELL,https://www.hltv.org/stats/players/11264/wardell,Ghost,609,15901,+1648,1.17,1.10
Mongolia,erkaSt,https://www.hltv.org/stats/players/11141/erkast,Grayhound,964,25074,+2329,1.14,1.10
Brazil,yuurih,https://www.hltv.org/stats/players/12553/yuurih,FURIA,1324,33857,+3517,1.16,1.10
Brazil,kNgV-,https://www.hltv.org/stats/players/5736/kngv,O PLANO,1036,27069,+2658,1.15,1.10
Slovakia,MATYS,https://www.hltv.org/stats/players/21062/matys,fnatic,706,17981,+1165,1.09,1.10
Bulgaria,poizon,https://www.hltv.org/stats/players/12126/poizon,Complexity,1141,30143,+2855,1.15,1.10
Finland,allu,https://www.hltv.org/stats/players/695/allu,JANO,1955,51102,+5234,1.16,1.10
United States,oSee,https://www.hltv.org/stats/players/13249/osee,NRG,1468,37441,+4185,1.18,1.10
Poland,hades,https://www.hltv.org/stats/players/16848/hades,ENCE,1118,29226,+3290,1.18,1.10
Chile,dav1deuS,https://www.hltv.org/stats/players/18865/dav1deus,RED Canids,791,19658,+1552,1.12,1.10
Canada,moose,https://www.hltv.org/stats/players/12271/moose,eUnited,752,19559,+1975,1.16,1.10
Hungary,sl3nd,https://www.hltv.org/stats/players/20870/sl3nd,GamerLegion,505,12537,+1538,1.21,1.10
Indonesia,xccurate,https://www.hltv.org/stats/players/10263/xccurate,TYLOO,698,18113,+1724,1.15,1.09
Spain,mixwell,https://www.hltv.org/stats/players/8370/mixwell,OpTic,840,21804,+1911,1.13,1.09
United States,PwnAlone,https://www.hltv.org/stats/players/15090/pwnalone,Party Astronauts,1204,30855,+3049,1.16,1.09
Australia,ekul,https://www.hltv.org/stats/players/14505/ekul,Paradox,460,11891,+967,1.12,1.09
United States,Brehze,https://www.hltv.org/stats/players/9136/brehze,NRG,1440,36673,+3084,1.13,1.09
New Zealand,chelleos,https://www.hltv.org/stats/players/12877/chelleos,Rooster,778,19346,+1637,1.13,1.09
United States,swag,https://www.hltv.org/stats/players/5021/swag,Swole Patrol,576,14852,+1597,1.17,1.09
Brazil,insani,https://www.hltv.org/stats/players/21037/insani,MIBR,517,12696,+1075,1.13,1.09
Israel,NertZ,https://www.hltv.org/stats/players/9436/nertz,HEROIC,622,15729,+1209,1.11,1.09
China,z4kr,https://www.hltv.org/stats/players/18744/z4kr,Lynn Vision,550,14015,+1287,1.14,1.09
Australia,Vexite,https://www.hltv.org/stats/players/17384/vexite,FlyQuest,622,15191,+1147,1.11,1.09
Bulgaria,CeRq,https://www.hltv.org/stats/players/11219/cerq,NRG,1364,35021,+3581,1.17,1.09
Denmark,JUGi,https://www.hltv.org/stats/players/8783/jugi,HEROIC,940,24427,+2676,1.18,1.09
Germany,syrsoN,https://www.hltv.org/stats/players/7266/syrson,BIG,1990,52285,+5192,1.16,1.09
Brazil,dumau,https://www.hltv.org/stats/players/15698/dumau,Legacy,831,21203,+2123,1.16,1.09
Israel,Spinx,https://www.hltv.org/stats/players/18221/spinx,Vitality,751,19424,+1824,1.15,1.09
Russia,Ax1Le,https://www.hltv.org/stats/players/16555/ax1le,Cloud9,1277,33300,+3096,1.15,1.09
Sweden,GeT_RiGhT,https://www.hltv.org/stats/players/39/get-right,Ninjas in Pyjamas,1761,45379,+4236,1.14,1.09
United States,ryx,https://www.hltv.org/stats/players/9042/ryx,Echo Fox,491,12856,+1181,1.14,1.09
Finland,zehN,https://www.hltv.org/stats/players/1378/zehn,HAVU,1181,31389,+2620,1.13,1.09
South Africa,Sonic,https://www.hltv.org/stats/players/8711/sonic,Wildcard,1200,30034,+2641,1.14,1.09
Belgium,ScreaM,https://www.hltv.org/stats/players/7390/scream,Envy,1428,37066,+3099,1.13,1.09
Russia,mir,https://www.hltv.org/stats/players/8789/mir,Spirit,1224,31844,+2819,1.13,1.09
Canada,NAF,https://www.hltv.org/stats/players/8520/naf,Liquid,1905,49565,+4888,1.16,1.09
Australia,BL1TZ,https://www.hltv.org/stats/players/12715/bl1tz,Chiefs,740,19035,+1601,1.13,1.09
Brazil,togs,https://www.hltv.org/stats/players/20084/togs,ODDIK,553,13238,+1275,1.15,1.09
Germany,slaxz-,https://www.hltv.org/stats/players/15370/slaxz,M80,1454,38368,+3944,1.17,1.09
Germany,nex,https://www.hltv.org/stats/players/7256/nex,BIG,1074,28389,+2435,1.13,1.09
Brazil,vsm,https://www.hltv.org/stats/players/16816/vsm,DETONA,876,22607,+1805,1.12,1.09
Jordan,BOROS,https://www.hltv.org/stats/players/19763/boros,Monte,666,17590,+815,1.06,1.08
Lithuania,nukkye,https://www.hltv.org/stats/players/13679/nukkye,Imperial,592,15492,+1330,1.13,1.08
Sweden,draken,https://www.hltv.org/stats/players/9255/draken,Epsilon,1573,41242,+4126,1.16,1.08
Finland,ottoNd,https://www.hltv.org/stats/players/11283/ottond,HAVU,1150,29847,+2911,1.16,1.08
Brazil,Lucaozy,https://www.hltv.org/stats/players/18717/lucaozy,Fluxo,869,21952,+2003,1.14,1.08
Denmark,nicoodoz,https://www.hltv.org/stats/players/13602/nicoodoz,Copenhagen Flames,1195,30936,+3013,1.16,1.08
Sweden,nilo,https://www.hltv.org/stats/players/20119/nilo,Metizport,735,18393,+1405,1.12,1.08
United States,EliGE,https://www.hltv.org/stats/players/8738/elige,Complexity,1958,50804,+3602,1.10,1.08
Brazil,fer,https://www.hltv.org/stats/players/8564/fer,SK,1467,38455,+2828,1.11,1.08
Brazil,JOTA,https://www.hltv.org/stats/players/17861/jota,MIBR,650,16908,+1573,1.15,1.08
Australia,aliStair,https://www.hltv.org/stats/players/11139/alistair,ORDER,1330,33120,+3169,1.15,1.08
China,Savage,https://www.hltv.org/stats/players/180/savage,VG.CyberZen,836,21434,+1926,1.14,1.08
Serbia,DJOXiC,https://www.hltv.org/stats/players/3543/djoxic,Binary Dragons,489,12531,+1204,1.15,1.08
United States,Infinite,https://www.hltv.org/stats/players/14619/infinite,Party Astronauts,1178,30141,+2244,1.11,1.08
Belarus,lollipop21k,https://www.hltv.org/stats/players/13980/lollipop21k,Nemiga,1454,38688,+2745,1.11,1.08
Guatemala,malbsMd,https://www.hltv.org/stats/players/11617/malbsmd,TeamOne,946,23414,+1322,1.08,1.08
Brazil,supLexN1,https://www.hltv.org/stats/players/18963/suplexn1,Meta,474,12347,+1273,1.17,1.08
Denmark,Farlig,https://www.hltv.org/stats/players/13300/farlig,Copenhagen Flames,881,23711,+2149,1.14,1.08
Germany,keev,https://www.hltv.org/stats/players/5799/keev,ALTERNATE aTTaX,594,15524,+1217,1.12,1.08
Finland,sergej,https://www.hltv.org/stats/players/11916/sergej,ENCE,776,20425,+1816,1.14,1.08
Israel,anarkez,https://www.hltv.org/stats/players/11815/anarkez,Finest,1068,28195,+2414,1.13,1.08
China,Attacker,https://www.hltv.org/stats/players/8552/attacker,TYLOO,1325,34097,+2714,1.12,1.08
United States,ShahZaM,https://www.hltv.org/stats/players/7810/shahzam,Complexity,966,25252,+2058,1.13,1.08
Belgium,ritchiEE,https://www.hltv.org/stats/players/19059/ritchiee,EC Brugge,565,14908,+1110,1.11,1.08
Latvia,broky,https://www.hltv.org/stats/players/18053/broky,FaZe,1079,28029,+2758,1.16,1.08
United States,CLASIA,https://www.hltv.org/stats/players/19846/clasia,RBG,533,13626,+1049,1.12,1.08
Brazil,felps,https://www.hltv.org/stats/players/9219/felps,Imperial,1453,36173,+2170,1.09,1.08
Denmark,Ryxxo,https://www.hltv.org/stats/players/8848/ryxxo,Tricked,906,23810,+2059,1.14,1.08
Russia,electroNic,https://www.hltv.org/stats/players/8918/electronic,Natus Vincere,1646,42747,+3096,1.11,1.08
Australia,hazr,https://www.hltv.org/stats/players/14294/hazr,AVANT,1067,26565,+1592,1.09,1.08
Sweden,jayzaR,https://www.hltv.org/stats/players/8555/jayzar,Valiance,597,15785,+1058,1.10,1.08
United States,Cooper,https://www.hltv.org/stats/players/15007/cooper,Mythic,1022,26000,+2077,1.12,1.08
Bulgaria,dennyslaw,https://www.hltv.org/stats/players/13466/dennyslaw,SKADE,1655,44088,+3735,1.13,1.07
Australia,Hatz,https://www.hltv.org/stats/players/11162/hatz,ORDER,1063,26929,+2156,1.13,1.07
Australia,asap,https://www.hltv.org/stats/players/18545/asap,Rooster,476,11521,+894,1.12,1.07
United States,dapr,https://www.hltv.org/stats/players/11586/dapr,eUnited,594,15426,+1002,1.10,1.07
United States,ptr,https://www.hltv.org/stats/players/8707/ptr,Bad News Bears,1138,29765,+2687,1.15,1.07
Australia,Rickeh,https://www.hltv.org/stats/players/8745/rickeh,ORDER,990,25754,+2403,1.15,1.07
France,Maka,https://www.hltv.org/stats/players/13138/maka,3DMAX,1779,45987,+3909,1.14,1.07
Denmark,k0nfig,https://www.hltv.org/stats/players/9078/k0nfig,Dignitas,1773,46894,+2440,1.08,1.07
New Zealand,ADDICT,https://www.hltv.org/stats/players/20086/addict,VERTEX,584,14307,+1157,1.13,1.07
United States,cynic,https://www.hltv.org/stats/players/16546/cynic,Nouns,1055,27235,+2126,1.12,1.07
China,gas,https://www.hltv.org/stats/players/10722/gas,Wings Up,590,15347,+759,1.07,1.07
Turkey,Calyx,https://www.hltv.org/stats/players/8575/calyx,Eternal Fire,1442,37279,+3131,1.13,1.07
Brazil,exit,https://www.hltv.org/stats/players/11154/exit,MIBR,1260,31729,+3183,1.17,1.07
Mongolia,Annihilation,https://www.hltv.org/stats/players/18689/annihilation,ATOX,486,12685,+1178,1.15,1.07
Estonia,fejtZ,https://www.hltv.org/stats/players/7910/fejtz,sYnck,1012,26483,+1956,1.11,1.07
Denmark,valde,https://www.hltv.org/stats/players/9031/valde,TSM,1539,39872,+3018,1.12,1.07
Israel,HeavyGod,https://www.hltv.org/stats/players/20447/heavygod,Endpoint,519,13224,+1043,1.12,1.07
France,shox,https://www.hltv.org/stats/players/1225/shox,G2,2097,55018,+3889,1.11,1.07
Germany,Krimbo,https://www.hltv.org/stats/players/19899/krimbo,BIG,841,21725,+1971,1.15,1.07
Poland,MICHU,https://www.hltv.org/stats/players/7356/michu,Virtus.pro,1885,49295,+3073,1.09,1.07
Lithuania,EspiranTo,https://www.hltv.org/stats/players/12030/espiranto,Imperial,889,23197,+1367,1.09,1.07
Denmark,dupreeh,https://www.hltv.org/stats/players/7398/dupreeh,Astralis,2285,58875,+4444,1.12,1.07
Denmark,NaToSaphiX,https://www.hltv.org/stats/players/9294/natosaphix,Sprout,1068,28417,+2625,1.15,1.07
Brazil,xand,https://www.hltv.org/stats/players/9218/xand,INTZ,515,13210,+875,1.10,1.07
Poland,reiko,https://www.hltv.org/stats/players/15203/reiko,Revenant,995,25391,+1234,1.07,1.07
Russia,FL1T,https://www.hltv.org/stats/players/12732/fl1t,Virtus.pro,1590,41862,+3286,1.12,1.07
Germany,faveN,https://www.hltv.org/stats/players/14932/faven,Sprout,1682,44256,+3285,1.11,1.07
United States,dare,https://www.hltv.org/stats/players/19710/dare,timbermen,537,13063,+697,1.08,1.07
Denmark,Magisk,https://www.hltv.org/stats/players/9032/magisk,Astralis,1729,45010,+3517,1.12,1.07
Australia,InfrequeNt,https://www.hltv.org/stats/players/10587/infrequent,Athletico,488,12549,+926,1.11,1.07
Czech Republic,Blogg1s,https://www.hltv.org/stats/players/13567/blogg1s,eSuba,488,13174,+1057,1.13,1.07
Mongolia,bLitz,https://www.hltv.org/stats/players/20194/blitz,The MongolZ,602,15288,+962,1.09,1.07
Denmark,Pimp,https://www.hltv.org/stats/players/7154/pimp,Dignitas,983,25223,+2054,1.13,1.07
Brazil,biguzera,https://www.hltv.org/stats/players/18141/biguzera,paiN,1187,29969,+2207,1.11,1.07
Australia,Liazz,https://www.hltv.org/stats/players/10588/liazz,Renegades,1249,31445,+2539,1.13,1.07
Canada,shroud,https://www.hltv.org/stats/players/8349/shroud,Cloud9,676,17460,+1311,1.12,1.07
Russia,WorldEdit,https://www.hltv.org/stats/players/7403/worldedit,FlipSid3,1331,34780,+2443,1.11,1.07
Finland,ZOREE,https://www.hltv.org/stats/players/8576/zoree,HAVU,1911,50919,+4067,1.13,1.07
Romania,MoDo,https://www.hltv.org/stats/players/21113/modo,OG,561,14200,+1305,1.15,1.07
Germany,PANIX,https://www.hltv.org/stats/players/19283/panix,ALTERNATE aTTaX,608,15407,+1183,1.12,1.07
Argentina,NikoM,https://www.hltv.org/stats/players/10504/nikom,TeamOne,542,13969,+957,1.10,1.07
Denmark,Lucky,https://www.hltv.org/stats/players/13843/lucky,Sashi,1166,29462,+2620,1.15,1.07
Serbia,Impulse,https://www.hltv.org/stats/players/12379/impulse,Valiance,818,21711,+1558,1.11,1.06
China,Summer,https://www.hltv.org/stats/players/7028/summer,TYLOO,1453,36963,+2726,1.11,1.06
Germany,hyped,https://www.hltv.org/stats/players/21468/hyped,ALTERNATE aTTaX,637,15586,+1241,1.13,1.06
Argentina,tomaszin,https://www.hltv.org/stats/players/22570/tomaszin,BESTIA,471,11028,+689,1.09,1.06
Norway,hallzerk,https://www.hltv.org/stats/players/12840/hallzerk,Complexity,1087,28566,+1981,1.11,1.06
Ukraine,smike,https://www.hltv.org/stats/players/8526/smike,pro100,496,12846,+601,1.07,1.06
Bulgaria,REDSTAR,https://www.hltv.org/stats/players/15369/redstar,Fiend,1049,27532,+2225,1.13,1.06
Brazil,venomzera,https://www.hltv.org/stats/players/21288/venomzera,RED Canids,542,12825,+657,1.08,1.06
New Zealand,ofnu,https://www.hltv.org/stats/players/8767/ofnu,Tainted Minds,852,21778,+1380,1.10,1.06
Czech Republic,NEOFRAG,https://www.hltv.org/stats/players/15821/neofrag,SINNERS,1023,26719,+1328,1.07,1.06
Netherlands,CRUC1AL,https://www.hltv.org/stats/players/7996/cruc1al,Endpoint,1935,49823,+3609,1.11,1.06
France,hAdji,https://www.hltv.org/stats/players/9656/hadji,LDLC,1534,39974,+2698,1.10,1.06
United States,Ethan,https://www.hltv.org/stats/players/10671/ethan,NRG,986,25998,+1488,1.09,1.06
China,DD,https://www.hltv.org/stats/players/7026/dd,TYLOO,956,24553,+1511,1.09,1.06
Poland,fr3nd,https://www.hltv.org/stats/players/20018/fr3nd,Enterprise,599,14676,+1148,1.12,1.06
China,somebody,https://www.hltv.org/stats/players/8605/somebody,TYLOO,1393,35557,+2217,1.09,1.06
Russia,iDISBALANCE,https://www.hltv.org/stats/players/14273/idisbalance,9 Pandas,1454,37499,+3364,1.15,1.06
Poland,snatchie,https://www.hltv.org/stats/players/9574/snatchie,AGO,1717,45931,+2593,1.08,1.06
Brazil,boltz,https://www.hltv.org/stats/players/8568/boltz,Immortals,1448,37799,+2777,1.12,1.06
France,Happy,https://www.hltv.org/stats/players/7429/happy,Envy,1462,37912,+2739,1.11,1.06
United States,autimatic,https://www.hltv.org/stats/players/8735/autimatic,Cloud9,1499,38264,+2428,1.09,1.06
Lithuania,jL,https://www.hltv.org/stats/players/19206/jl,Natus Vincere,782,20394,+1215,1.09,1.06
Australia,jks,https://www.hltv.org/stats/players/4679/jks,Renegades,1397,36367,+2530,1.11,1.06
France,afro,https://www.hltv.org/stats/players/19926/afro,fnatic,980,25359,+1813,1.11,1.06
Ukraine,COLDYY1,https://www.hltv.org/stats/players/9083/coldyy1,Spirit,947,24917,+1718,1.11,1.06
Bulgaria,Rainwaker,https://www.hltv.org/stats/players/17145/rainwaker,500,1532,40886,+2870,1.11,1.06
Brazil,t9rnay,https://www.hltv.org/stats/players/18894/t9rnay,W7M,474,11903,+745,1.09,1.06
Denmark,acoR,https://www.hltv.org/stats/players/10330/acor,Tricked,1428,36636,+2666,1.12,1.06
China,zhokiNg,https://www.hltv.org/stats/players/8601/zhoking,ViCi,1258,32112,+1417,1.06,1.06
Sweden,phzy,https://www.hltv.org/stats/players/16726/phzy,Young Ninjas,759,19940,+1530,1.12,1.06
Turkey,paz,https://www.hltv.org/stats/players/9353/paz,Space Soldiers,1147,30130,+1910,1.10,1.06
Poland,SaMey,https://www.hltv.org/stats/players/20245/samey,Sangal,717,17849,+1443,1.13,1.06
Australia,pz,https://www.hltv.org/stats/players/18736/pz,VERTEX,709,17703,+1245,1.11,1.06
Brazil,FalleN,https://www.hltv.org/stats/players/2023/fallen,FURIA,1908,49302,+4039,1.14,1.06
United States,koosta,https://www.hltv.org/stats/players/9056/koosta,CLG,977,25766,+1341,1.08,1.06
Brazil,pancc,https://www.hltv.org/stats/players/16314/pancc,W7M,602,15875,+818,1.08,1.06
Jordan,ISSAA,https://www.hltv.org/stats/players/10449/issaa,HellRaisers,900,23483,+1545,1.10,1.06
Thailand,TOR,https://www.hltv.org/stats/players/9288/tor,Signature,452,11472,+657,1.09,1.06
United Kingdom,mezii,https://www.hltv.org/stats/players/18462/mezii,Vitality,840,21962,+1444,1.10,1.06
Bosnia and Herzegovina,brutmonster,https://www.hltv.org/stats/players/21783/brutmonster,Zero Tenacity,730,17598,+1176,1.10,1.06
Hungary,fleav,https://www.hltv.org/stats/players/12317/fleav,Budapest Five,702,18265,+951,1.08,1.06
United States,Skadoodle,https://www.hltv.org/stats/players/7440/skadoodle,Cloud9,1068,27556,+2417,1.15,1.06
Sweden,olofmeister,https://www.hltv.org/stats/players/885/olofmeister,fnatic,1586,41448,+2735,1.10,1.06
Latvia,YEKINDAR,https://www.hltv.org/stats/players/13915/yekindar,Liquid,1435,37638,+1469,1.06,1.06
Brazil,trk,https://www.hltv.org/stats/players/11163/trk,TeamOne,989,25829,+1602,1.10,1.05
Bulgaria,SHiPZ,https://www.hltv.org/stats/players/11343/shipz,500,2072,54722,+2452,1.06,1.05
Australia,Valiance,https://www.hltv.org/stats/players/16323/valiance,ORDER,730,18723,+1153,1.10,1.05
China,SLOWLY,https://www.hltv.org/stats/players/15683/slowly,TYLOO,581,15418,+689,1.07,1.05
Russia,shalfey,https://www.hltv.org/stats/players/17011/shalfey,FORZE,965,24692,+1854,1.12,1.05
Brazil,latto,https://www.hltv.org/stats/players/19045/latto,Legacy,735,18643,+1225,1.10,1.05
Finland,suNny,https://www.hltv.org/stats/players/5479/sunny,ENCE,1390,36687,+1610,1.06,1.05
